NAME,B01003_001E,B19013_001E,B25077_001E,B25024_002E,B25024_003E,B25024_004E,B25024_005E,B25024_006E,B25024_007E,B25024_008E,B25024_001E,state,place
"Glendale Heights village, Illinois",33443,77582,208700,5243,2618,48,475,1341,1531,380,11971,17,29730
"Glendale CDP, Mississippi",1704,22705,87500,456,0,0,28,0,37,0,882,28,27620
"Glendale city, Missouri",6143,147685,427900,2362,12,0,0,0,0,0,2374,29,27334
"Glendale Colony CDP, Montana",0,-666666666,-666666666,0,0,0,0,0,0,0,0,30,31418
"Glendale village, Ohio",1930,97917,321300,826,40,14,27,17,7,0,931,39,30380
"Glendale city, Oregon",724,51250,146400,254,0,25,0,4,11,0,361,41,29350
"Glendale CDP, South Carolina",275,45625,83200,94,0,5,0,0,0,0,99,45,29275
"Glendale Colony CDP, South Dakota",217,250001,55000,0,19,0,0,0,0,0,19,46,24540
"Glendale town, Utah",414,56607,151100,182,0,0,0,0,0,0,189,49,29360
"Glendale city, Wisconsin",13313,78027,230100,3805,121,239,304,55,198,562,6268,55,29400
"Newport News city, Virginia",185069,57463,204900,40738,6331,1240,5603,9665,7744,3003,81418,51,56000
"Ken Caryl CDP, Colorado",33889,101258,439800,8697,2509,37,238,669,810,492,13757,08,40377
"Caryville town, Florida",274,34500,53300,31,0,0,0,0,0,0,113,12,10975
"Cary village, Illinois",17919,106940,245400,5192,852,44,31,88,154,20,6408,17,11592
"Cary town, Mississippi",417,47875,-666666666,86,0,0,0,4,0,0,131,28,11820
"Carytown city, Missouri",253,55625,211600,165,0,0,0,0,0,0,178,29,11728
"Cary town, North Carolina",171603,113782,404300,41039,8932,432,1192,3572,6354,2942,68504,37,10740
"Caryville town, Tennessee",2435,49886,162700,737,0,42,47,0,0,5,1095,47,11360
"Mobile city, Alabama",187445,44780,138400,61934,1241,1692,3338,6808,7704,2900,91077,01,50000
"Orange Grove Mobile Manor CDP, Arizona",364,-666666666,132100,58,0,0,0,0,0,0,212,04,51465
"El Monte Mobile Village CDP, California",0,-666666666,-666666666,0,0,0,0,0,0,0,0,06,22235
"Plantation Mobile Home Park CDP, Florida",1528,38125,-666666666,98,9,78,44,0,0,0,485,12,57518
"Spring Drive Mobile Home Park CDP, Pennsylvania",153,26250,9999,5,0,0,0,0,0,0,93,42,72988
"Mobile City city, Texas",279,40272,-666666666,6,0,0,0,0,0,0,119,48,48858
"Elk Grove city, California",175510,106797,466600,48675,1368,162,708,1231,1128,429,55504,06,22020
"Elk Grove Village village, Illinois",32763,89187,293100,7818,1641,57,350,585,750,1019,13251,17,23256
"Eugene CDP, Missouri",171,64904,83400,53,0,0,10,0,0,0,63,29,22798
"Eugene city, Oregon",173278,55776,337200,40112,4936,2839,4851,6002,4336,3801,76635,41,23850
"Jerusalem CDP, Arkansas",34,-666666666,-666666666,43,0,0,0,0,0,0,43,05,35260
"Salem city, Arkansas",1433,29152,73800,486,17,53,5,6,7,25,698,05,62150
"Salem CDP, Arkansas",2238,78940,175000,842,0,0,0,0,0,0,945,05,62210
"Salem CDP, Georgia",351,33000,73800,64,16,0,0,0,0,0,144,13,68129
"New Salem village, Illinois",202,-666666666,85300,76,0,0,0,0,0,0,87,17,52805
"Salem city, Illinois",7269,51559,80800,2298,0,199,251,32,19,50,3256,17,67236
"West Salem village, Illinois",856,45139,64600,362,2,15,2,6,0,0,454,17,80853
"North Salem town, Indiana",611,53194,150400,242,0,0,0,7,4,0,253,18,55080
"Salem city, Indiana",6276,43021,107100,1904,75,130,91,48,24,49,2625,18,67464
"Salem city, Iowa",423,45750,67000,126,0,4,4,2,0,0,161,19,70230
"New Salem CDP, Kansas",12,-666666666,-666666666,12,0,0,0,0,0,0,12,20,50425
"Salem city, Kentucky",681,38409,73400,236,0,11,3,4,10,0,308,21,68052
"Salem city, Massachusetts",44452,72884,396700,5454,1616,3569,3781,2265,1052,1413,20956,25,59105
"Salem city, Missouri",4623,31575,73100,1669,49,384,198,8,17,34,2417,29,65234
"Salem village, Nebraska",99,48500,36800,61,0,0,0,0,0,0,69,31,43370
"Salem city, New Jersey",5237,26667,59100,1032,674,276,391,210,136,91,2866,34,65490
"Salem CDP, New Mexico",716,18586,9999,21,0,0,0,0,0,0,237,35,65840
"Salem CDP, New York",893,73844,141000,328,0,67,14,14,0,0,442,36,64771
"Salem CDP, North Carolina",1573,54750,123700,740,8,17,30,0,22,0,946,37,58740
"Salemburg town, North Carolina",297,35000,113200,185,0,1,5,4,0,0,195,37,58840
"Winston-Salem city, North Carolina",247917,50204,158600,68476,5019,1875,5191,9629,10944,3181,111293,37,75000
"New Salem city, North Dakota",910,65417,159700,395,0,0,0,38,20,0,461,38,56700
"Jerusalem village, Ohio",124,35000,88000,60,0,0,0,0,0,0,62,39,39130
"Lower Salem village, Ohio",122,-666666666,90000,49,0,2,0,0,0,0,54,39,45220
"Salem city, Ohio",11920,41949,98300,4134,392,438,661,227,16,96,6075,39,69834
"Salem Heights CDP (Columbiana County), Ohio",287,-666666666,110300,99,0,20,0,0,0,0,170,39,70044
"Salem Heights CDP (Hamilton County), Ohio",3501,81331,183300,1273,32,26,0,14,0,0,1345,39,70050
"South Salem village, Ohio",213,45750,94200,88,0,0,2,0,0,0,91,39,73698
"West Salem village, Ohio",1441,50583,93900,436,13,37,13,28,0,15,686,39,84196
"Salem city, Oregon",174193,62185,289500,39810,2697,1807,4655,6043,4450,2430,68134,41,64900
"East Salem CDP, Pennsylvania",114,38125,119900,39,0,0,0,0,0,0,43,42,21792
"New Jerusalem CDP, Pennsylvania",538,95882,239300,210,0,0,0,0,0,0,228,42,53728
"New Salem CDP, Pennsylvania",627,73484,88900,305,0,0,0,0,0,0,305,42,54040
"New Salem borough, Pennsylvania",922,92951,201700,344,8,5,0,0,0,0,362,42,54056
"Salem town, South Carolina",150,54000,137500,61,0,0,0,0,0,0,77,45,62980
"Salem city, South Dakota",1221,65820,120600,409,15,32,58,0,4,23,552,46,57340
"Salem city, Utah",9097,92250,393900,2198,166,34,6,5,0,0,2416,49,65770
"Salem city, Virginia",25335,66472,205900,8002,426,329,166,382,1195,148,11086,51,70000
"Salem city, West Virginia",1914,42663,61800,546,2,6,6,46,22,50,750,54,71380
"Salem Lakes village, Wisconsin",14630,83486,236200,5340,182,116,45,91,63,56,6231,55,71163
"West Salem village, Wisconsin",5225,64856,197200,1224,223,20,87,119,40,152,2174,55,86275
"Aurora city, Colorado",383496,72052,350200,76943,17373,1097,5038,9876,14565,9871,145189,08,04000
"Aurora city, Illinois",183447,79642,208500,37677,10706,2795,2558,2370,3503,1939,63936,17,03012
"North Aurora village, Illinois",17892,88727,262000,4531,1331,68,269,238,257,91,7124,17,53442
"Aurora city, Indiana",3757,37086,112500,1234,69,116,146,0,56,104,1725,18,02782
"Aurora city, Iowa",181,52188,90000,78,0,0,0,0,0,0,81,19,03835
"Aurora city, Kansas",71,55313,34700,36,0,0,0,0,0,0,37,20,03425
"Aurora city, Minnesota",1709,32287,67600,683,16,24,120,20,14,10,998,27,02872
"Aurora city, Missouri",7268,39142,84800,2858,9,160,141,47,51,62,3478,29,02548
"Aurora Springs CDP, Missouri",159,-666666666,179700,80,0,0,0,0,0,0,97,29,02584
"Aurora city, Nebraska",4642,65833,169600,1640,96,69,9,90,0,37,2045,31,02690
"Aurora village, New York",741,77292,228700,190,4,1,15,0,0,0,210,36,03188
"East Aurora village, New York",6095,88286,281700,1844,69,260,180,258,6,3,2620,36,21589
"Aurora town, North Carolina",490,41328,80300,156,0,91,27,8,1,0,304,37,02620
"Aurora city, Ohio",17108,122893,312000,4987,668,156,607,115,63,15,6913,39,03086
"Aurora city, Oregon",878,91000,422700,359,6,3,0,0,0,0,403,41,03300
"Aurora town, South Dakota",1339,81306,176900,462,6,6,11,70,16,7,588,46,02780
"Aurora Center CDP, South Dakota",31,-666666666,-666666666,16,0,0,0,0,0,0,16,46,02860
"Aurora city, Texas",1390,99643,256900,316,13,0,0,0,0,0,501,48,04672
"Aurora city, Utah",923,87500,193000,332,0,3,9,0,0,0,351,49,02740
"Aurora CDP, West Virginia",271,48320,50600,83,0,0,0,0,0,0,99,54,03460
"Santa Rosa CDP, Arizona",743,37500,85700,202,0,6,0,0,0,0,227,04,64310
"Santa Rosa city, California",179213,84823,598700,40437,7234,1736,4464,3793,3275,3007,70412,06,70098
"Santa Rosa Valley CDP, California",2371,160357,1307900,959,26,0,0,0,0,0,985,06,70130
"Vista Santa Rosa CDP, California",1723,55179,259400,625,6,0,41,0,0,0,833,06,83085
"Midway CDP (Santa Rosa County), Florida",19617,79446,265900,7000,224,117,310,191,43,20,8702,12,45465
"Whitfield CDP (Santa Rosa County), Florida",630,87647,171300,107,0,0,0,0,0,0,144,12,77470
"Santa Rosa city, New Mexico",2732,37052,106500,584,27,50,57,14,7,16,1053,35,70670
"Santa Rosa town, Texas",2873,27464,46100,768,37,55,13,0,12,18,954,48,65768
"Santa Rosa CDP, Texas",324,37188,-666666666,109,0,0,0,0,0,0,109,48,65774
"Shreveport city, Louisiana",189374,41782,155000,61459,2795,2335,4776,5443,4905,1887,89920,22,70000
"Rancho Cucamonga city, California",173946,97046,551700,36711,4121,478,2516,3019,2127,1711,58721,06,59451
"Pembroke Pines city, Florida",170346,73024,324300,31482,8433,460,2017,3276,4155,5757,66172,12,55775
"Springfield CDP, Arkansas",208,75156,132500,77,0,0,0,0,0,0,117,05,66110
"Springfield town, Colorado",1318,33478,106600,588,2,68,13,16,3,9,717,08,73330
"Springfield city, Florida",8429,43688,115500,1938,143,103,338,116,141,45,3804,12,68275
"Springfield city, Georgia",2891,59931,142800,878,26,82,21,0,18,48,1111,13,72780
"Springfield city, Illinois",114672,57596,132900,36816,3419,2648,2347,3278,2265,1054,56712,17,72000
"Springfield city, Kentucky",2818,41750,133300,890,27,193,43,80,111,2,1350,21,72660
"Springfield town, Louisiana",534,55189,188500,140,7,9,3,8,0,0,198,22,72415
"Springfield city, Massachusetts",155770,43308,168700,27604,2524,12321,6128,5567,1410,2400,63179,25,67000
"West Springfield Town city, Massachusetts",28814,60023,251600,6587,431,1183,1262,1097,451,1026,13084,25,77890
"Springfield city, Michigan",5268,39651,78200,1091,54,44,62,81,331,276,2542,26,75700
"Springfield city, Minnesota",2107,56154,102600,857,0,8,31,55,38,34,1029,27,61816
"Springfield city, Missouri",168603,39991,127800,51756,2623,2547,2483,4385,6447,6773,83410,29,70000
"Springfield city, Nebraska",1556,77554,187800,579,14,0,21,13,34,0,661,31,46520
"Springfield CDP, New Jersey",1479,127177,437500,444,0,26,41,0,12,51,623,34,70018
"Springfield Center CDP, New York",458,54063,157800,137,0,8,0,0,0,3,175,36,70321
"East Springfield CDP, Ohio",245,60192,84800,98,0,0,0,0,0,0,98,39,24066
"New Springfield CDP, Ohio",535,42850,91900,97,0,11,33,0,0,0,197,39,55524
"Springfield city, Ohio",58992,42131,86900,17880,3078,1305,1334,1586,742,591,27980,39,74118
"Springfield city, Oregon",62138,54503,250800,14592,2185,1276,1612,1498,885,587,25593,41,69600
"Springfield town, South Carolina",546,38021,89800,239,0,0,0,0,0,0,280,45,68470
"Springfield city, South Dakota",2108,46705,97700,311,0,8,27,28,14,13,420,46,60660
"Springfield city, Tennessee",18561,50655,174400,5122,304,496,407,501,169,58,7387,47,70500
"North Springfield CDP, Vermont",540,58830,137000,286,0,0,15,0,0,0,387,50,51925
"Springfield CDP, Vermont",4101,43497,124500,1334,0,109,318,244,16,168,2323,50,69475
"North Springfield CDP, Virginia",7323,117467,506700,1978,64,0,0,72,195,0,2326,51,57560
"Springfield CDP, Virginia",31769,109235,493700,6081,1675,5,58,79,1039,457,10971,51,74592
"West Springfield CDP, Virginia",23562,138857,515500,3544,3213,25,65,205,834,220,8125,51,84976
"Springfield CDP, West Virginia",407,34853,-666666666,133,0,0,0,0,0,0,150,54,76084
"Springfield CDP, Wisconsin",232,50690,168100,68,0,25,0,0,0,0,93,55,75975
"Fort Collins city, Colorado",166788,72932,431300,38553,5579,1644,3657,5640,5356,3934,70187,08,27425
"Murfreesboro city, Arkansas",1800,35313,79500,701,9,13,34,40,14,12,902,05,48290
"Murfreesboro town, North Carolina",2585,45735,125900,902,7,15,55,18,5,48,1100,37,45640
"Murfreesboro city, Tennessee",148970,66984,274600,32133,5812,1478,2555,6459,5423,3465,60136,47,51560
"Oceanside city, California",174461,80837,568700,34202,8341,1274,3736,4920,3777,2170,65763,06,53322
"Oceanside CDP, New York",31182,125130,539500,9532,293,505,110,166,267,87,11129,36,54441
"Oceanside CDP, Oregon",529,-666666666,494000,527,40,82,0,0,0,0,663,41,54450
"Garden Grove city, California",172708,78046,601000,27337,4755,535,3154,3900,2308,2201,49559,06,29000
"Garden Grove CDP, Florida",1289,56071,112900,226,0,0,0,0,0,0,477,12,25475
"Garden Grove city, Iowa",202,44821,50000,68,0,1,3,4,0,0,97,19,29775
"Bradenton city, Florida",54918,50084,211200,12337,2134,792,1557,3141,2269,2553,27999,12,07950
"Bradenton Beach city, Florida",867,65536,401400,361,54,244,217,159,278,297,1899,12,07975
"South Bradenton CDP, Florida",24972,41069,97700,3066,1110,747,780,810,1462,594,14153,12,67258
"West Bradenton CDP, Florida",4096,81053,292700,1673,41,25,0,0,0,0,1747,12,76050
"Denton city, Georgia",228,28167,57800,65,0,0,0,0,0,0,106,13,22388
"Denton city, Kansas",151,72813,87500,62,0,0,0,0,0,0,65,20,17750
"Denton town, Maryland",4712,52876,200000,1018,211,27,110,235,48,0,1653,24,22725
"Odenton CDP, Maryland",43488,104891,346700,5237,6411,156,129,566,3227,1027,18578,24,58300
"West Denton CDP, Maryland",75,250001,-666666666,52,0,0,0,0,0,0,52,24,82625
"Camdenton city, Missouri",3936,39091,136100,863,54,72,175,42,141,22,1405,29,10810
"Denton CDP, Missouri",155,107989,112500,37,0,0,0,0,0,0,37,29,19144
"Denton town, Montana",289,53333,95900,150,0,11,4,0,0,0,172,30,20425
"Denton village, Nebraska",169,65893,168800,70,0,7,0,0,0,0,88,31,12770
"Denton town, North Carolina",1322,41300,96900,476,3,41,26,35,7,6,704,37,16980
"Edenton town, North Carolina",4456,42849,198800,1530,20,147,342,204,0,65,2550,37,20120
"Denton city, Texas",139704,65168,257500,29748,1348,1481,4012,5108,4489,3639,55295,48,19972
"Lancaster city, California",171820,61454,303400,38539,930,570,2195,3130,1168,1053,55574,06,40130
"Lancaster city, Kansas",457,38000,82800,161,0,0,0,0,0,0,178,20,38325
"Lancaster city, Kentucky",3845,42641,88900,1281,35,123,136,60,7,0,1667,21,43840
"South Lancaster CDP, Massachusetts",1620,98894,341600,503,28,0,188,116,0,0,848,25,64460
"Lancaster city, Minnesota",386,58125,110600,134,15,0,0,0,10,8,183,27,35378
"Lancaster city, Missouri",590,33375,90500,237,2,20,9,7,8,2,305,29,40610
"Lancaster CDP, New Hampshire",2072,60768,133200,521,10,107,131,35,0,31,885,33,40340
"Lancaster village, New York",10046,57316,139400,3354,106,629,700,159,37,20,5170,36,41135
"Lancaster city, Ohio",40360,50994,141300,12683,645,816,1454,1179,499,482,18234,39,41720
"Georgetown CDP (Lancaster County), Pennsylvania",802,73958,256700,176,48,10,0,0,0,0,234,42,28828
"Lancaster city, Pennsylvania",58034,54145,145300,2708,11631,1854,2092,1794,637,665,22503,42,41216
"Lancaster city, South Carolina",8489,29738,163400,2393,82,124,195,359,7,275,3686,45,39895
"Lancaster city, Texas",41057,59952,161600,11029,467,100,590,672,846,158,14669,48,41212
"Lancaster CDP, Virginia",48,-666666666,-666666666,0,24,0,0,0,0,0,24,51,43704
"Lancaster city, Wisconsin",3930,69808,140900,1116,8,46,88,84,68,46,1547,55,42250
"Surprise city, Arizona",141875,76623,282300,49602,1024,251,497,765,1220,635,58483,04,71510
"Surprise Creek Colony CDP, Montana",12,-666666666,-666666666,3,0,0,0,0,0,0,7,30,72660
"Surprise village, Nebraska",56,56250,49300,30,0,0,0,0,0,0,30,31,47850
"Roseville city, California",145687,102660,502800,42532,1794,274,2217,2664,2010,1035,56849,06,62938
"Roseville village, Illinois",791,48304,90400,382,0,22,3,0,0,0,409,17,65845
"Roseville CDP, Iowa",0,-666666666,-666666666,0,0,0,0,0,0,0,0,19,68800
"Roseville city, Michigan",47692,51794,107300,16222,1240,435,667,1840,535,317,22026,26,69800
"Roseville city, Minnesota",36119,82040,281100,9360,1148,64,107,294,1091,1538,16464,27,55852
"Roseville village, Ohio",2183,39853,67300,545,0,17,69,53,0,3,826,39,68560
"Roseville borough, Pennsylvania",145,44444,130800,60,2,0,1,2,0,0,77,42,66232
"Killeen city, Texas",150082,52072,147400,37797,2526,4727,5366,3243,4164,1744,62337,48,39148
"Corona de Tucson CDP, Arizona",9627,101821,256800,2916,58,0,0,0,0,0,2974,04,16030
"Corona city, California",157844,95268,530100,31715,2811,325,2076,3067,2575,1151,47799,06,16350
"Coronado city, California",20627,114559,1656900,4559,1300,154,344,644,390,392,9764,06,16378
"Corona village, New Mexico",104,31250,94200,81,0,0,0,0,0,0,116,35,17680
"Coronaca CDP, South Carolina",100,-666666666,-666666666,54,0,0,0,0,0,0,54,45,16945
"Corona town, South Dakota",72,-666666666,92500,33,0,2,0,0,0,0,39,46,13940
"Palmdale city, California",167987,70858,332400,38560,650,363,938,1521,1500,1034,48849,06,55156
"Palmdale CDP, Pennsylvania",1332,48125,169700,338,128,61,37,0,0,0,637,42,57648
"Salinas city, California",163004,75747,477200,25356,2435,1074,2770,3915,3194,1849,44317,06,64224
"Fernando Salinas CDP, Texas",25,-666666666,-666666666,13,0,0,0,0,0,0,13,48,25744
"Garza-Salinas II CDP, Texas",579,-666666666,58300,146,0,16,0,0,0,0,168,48,29114
"Playita comunidad (Salinas Municipio), Puerto Rico",536,18788,69400,369,41,0,0,0,0,0,410,72,63503
"Salinas zona urbana, Puerto Rico",4771,20069,87400,1628,93,28,17,219,139,0,2124,72,74877
"Charleston city, Arkansas",2582,54297,111300,857,35,0,74,24,28,6,1064,05,13300
"Charleston View CDP, California",0,-666666666,-666666666,0,0,0,0,0,0,0,15,06,12730
"Charleston Park CDP, Florida",65,-666666666,-666666666,48,20,0,0,0,0,0,68,12,11597
"Charleston city, Illinois",18130,44371,111100,4207,382,761,486,760,629,573,8515,17,12567
"Charleston city, Mississippi",2618,31239,67500,705,3,16,61,3,0,0,997,28,12900
"Charleston city, Missouri",5184,32813,76500,1353,32,165,138,0,7,0,1738,29,13366
"Mount Charleston CDP, Nevada",415,94643,480600,366,0,0,11,0,0,0,385,32,49310
"South Charleston village, Ohio",1715,43158,102100,505,19,12,50,116,74,19,891,39,73124
"Charleston city, South Carolina",147928,76556,369500,36449,3835,3247,4558,7470,5644,4240,73412,45,13330
"North Charleston city, South Carolina",114542,52264,203100,26170,3309,1530,3260,4891,3773,2627,51302,45,50875
"Charleston city, Tennessee",611,46979,120000,234,3,39,0,0,3,0,317,47,13020
"Charleston town, Utah",547,76875,459600,208,5,0,0,0,0,0,220,49,12420
"Charleston city, West Virginia",49055,54101,157000,17385,751,875,2575,982,539,600,26008,54,14600
"South Charleston city, West Virginia",13595,54954,126600,4953,199,281,392,226,261,142,6629,54,75292
"Macon-Bibb County, Georgia",156711,43862,131400,46897,1783,3464,4178,5144,3333,1774,71725,13,49008
"Macon city, Illinois",1056,60000,98700,451,56,0,22,3,3,0,543,17,45941
"Macon city, Mississippi",2590,25930,84400,612,0,48,69,122,5,26,1016,28,44240
"Macon city, Missouri",5459,42019,96800,1986,24,157,292,28,35,77,2679,29,45326
"Macon town, North Carolina",80,68438,-666666666,40,0,0,0,0,0,0,52,37,40540
"Lakewood city, California",82419,102163,620100,21945,1174,130,348,692,754,849,27362,06,39892
"Lakewood city, Colorado",155608,75343,428800,33839,8284,1372,2792,6405,6536,5752,70980,08,43000
"Lakewood Park CDP, Florida",13600,53866,173500,4690,90,52,87,134,21,54,6092,12,39062
"Lakewood Ranch CDP, Florida",29408,110026,474600,10837,699,33,362,537,684,926,14758,12,39067
"Lakewood village, Illinois",4489,156477,411800,1397,88,0,41,0,0,0,1526,17,41651
"Lakewood CDP, Illinois",27,-666666666,-666666666,13,0,0,0,0,0,0,13,17,41677
"Lakewood Shores CDP, Illinois",561,68250,155900,267,0,0,0,0,0,0,267,17,41716
"Lakewood Club village, Michigan",1232,58079,114100,506,0,0,0,0,0,0,527,26,45340
"Lakewood CDP, New Jersey",66752,52222,519500,5116,4277,993,563,567,592,765,13829,34,38580
"Lakewood village, New York",2988,61435,113300,1011,40,282,58,41,7,54,1563,36,41069
"Lakewood city, Ohio",50841,57588,185600,10287,1727,4500,1553,1094,2163,2260,28356,39,41664
"Lakewood CDP, South Carolina",2862,60375,215200,1099,0,77,0,0,0,0,1630,45,39772
"Lakewood Park CDP, Tennessee",1106,33438,76300,255,0,0,0,25,0,0,624,47,40732
"Lakewood Village city, Texas",614,155833,373900,252,2,0,0,0,0,0,254,48,41050
"Lakewood city, Washington",62972,60534,331500,12568,1458,1132,2539,2985,2859,1380,27370,53,38038
"Lakewood CDP, Wisconsin",311,48750,118300,197,3,0,0,9,0,0,251,55,42050
"Paterson city, New Jersey",157927,48540,269200,8954,1725,18520,10606,3726,2327,2708,52859,34,57000
