period,stateid,stateDescription,sectorid,sectorName,price,sales,price-units,sales-units
2023-05,IN,Indiana,RES,residential,15.12,2203.08167,cents per kilowatthour,million kilowatthours
2023-05,IL,Illinois,RES,residential,17.94,2934.56442,cents per kilowatthour,million kilowatthours
2023-05,ID,Idaho,RES,residential,10.79,626.63159,cents per kilowatthour,million kilowatthours
2023-05,HI,Hawaii,RES,residential,42.26,210.70594,cents per kilowatthour,million kilowatthours
2023-05,GA,Georgia,RES,residential,14,4204.00678,cents per kilowatthour,million kilowatthours
2023-05,FL,Florida,RES,residential,15.11,10805.63663,cents per kilowatthour,million kilowatthours
2023-05,DC,District of Columbia,RES,residential,16.97,151.97976,cents per kilowatthour,million kilowatthours
2023-05,DE,Delaware,RES,residential,16.65,278.80744,cents per kilowatthour,million kilowatthours
2023-05,CT,Connecticut,RES,residential,31.34,824.95821,cents per kilowatthour,million kilowatthours
2023-05,CO,Colorado,RES,residential,14.37,1462.07332,cents per kilowatthour,million kilowatthours
2023-05,CA,California,RES,residential,29.8,5596.65714,cents per kilowatthour,million kilowatthours
2023-05,AR,Arkansas,RES,residential,12.31,1169.58242,cents per kilowatthour,million kilowatthours
2023-05,AZ,Arizona,RES,residential,14.3,3098.22325,cents per kilowatthour,million kilowatthours
2023-05,AK,Alaska,RES,residential,24.86,151.61983,cents per kilowatthour,million kilowatthours
2023-05,AL,Alabama,RES,residential,14.51,2227.48544,cents per kilowatthour,million kilowatthours
2023-05,ESC,East South Central,RES,residential,13.27,7881.04056,cents per kilowatthour,million kilowatthours
2023-05,SAT,South Atlantic,RES,residential,14.69,26511.1736,cents per kilowatthour,million kilowatthours
2023-05,WNC,West North Central,RES,residential,13.45,7367.07477,cents per kilowatthour,million kilowatthours
2023-05,ENC,East North Central,RES,residential,16.85,12446.01479,cents per kilowatthour,million kilowatthours
2023-05,MAT,Middle Atlantic,RES,residential,18.96,8695.56986,cents per kilowatthour,million kilowatthours
2023-05,NEW,New England,RES,residential,29.35,3086.56527,cents per kilowatthour,million kilowatthours
2023-05,WY,Wyoming,RES,residential,11.93,199.82916,cents per kilowatthour,million kilowatthours
2023-05,WI,Wisconsin,RES,residential,17.33,1535.03322,cents per kilowatthour,million kilowatthours
2023-05,WV,West Virginia,RES,residential,14.63,665.79433,cents per kilowatthour,million kilowatthours
2023-05,WA,Washington,RES,residential,11.17,2748.13019,cents per kilowatthour,million kilowatthours
2023-05,VA,Virginia,RES,residential,15.27,2619.69184,cents per kilowatthour,million kilowatthours
2023-05,VT,Vermont,RES,residential,21.03,147.38638,cents per kilowatthour,million kilowatthours
2023-05,UT,Utah,RES,residential,10.84,796.02756,cents per kilowatthour,million kilowatthours
2023-05,TX,Texas,RES,residential,14.51,11277.06317,cents per kilowatthour,million kilowatthours
2023-05,TN,Tennessee,RES,residential,12.34,2695.76653,cents per kilowatthour,million kilowatthours
2023-05,SD,South Dakota,RES,residential,12.99,352.4436,cents per kilowatthour,million kilowatthours
2023-05,SC,South Carolina,RES,residential,14.38,2188.34252,cents per kilowatthour,million kilowatthours
2023-04,CT,Connecticut,RES,residential,34.45,838.67433,cents per kilowatthour,million kilowatthours
2023-04,US,U.S. Total,RES,residential,16.1,96541.91949,cents per kilowatthour,million kilowatthours
2023-04,PACN,Pacific Noncontiguous,RES,residential,34.49,378.8442,cents per kilowatthour,million kilowatthours
2023-04,PACC,Pacific Contiguous,RES,residential,21.27,10647.93342,cents per kilowatthour,million kilowatthours
2023-04,MTN,Mountain,RES,residential,13.42,7270.54582,cents per kilowatthour,million kilowatthours
2023-04,WSC,West South Central,RES,residential,13.45,13780.61857,cents per kilowatthour,million kilowatthours
2023-04,ESC,East South Central,RES,residential,13.07,7624.25917,cents per kilowatthour,million kilowatthours
2023-04,SAT,South Atlantic,RES,residential,14.73,25339.10162,cents per kilowatthour,million kilowatthours
2023-04,WNC,West North Central,RES,residential,12.69,7331.66261,cents per kilowatthour,million kilowatthours
2023-04,ENC,East North Central,RES,residential,16.55,12241.74206,cents per kilowatthour,million kilowatthours
2023-04,MAT,Middle Atlantic,RES,residential,18.74,8694.6008,cents per kilowatthour,million kilowatthours
2023-04,NEW,New England,RES,residential,31.1,3232.61121,cents per kilowatthour,million kilowatthours
2023-04,WY,Wyoming,RES,residential,11.21,252.92632,cents per kilowatthour,million kilowatthours
2023-04,WI,Wisconsin,RES,residential,16.87,1626.20989,cents per kilowatthour,million kilowatthours
2023-04,WV,West Virginia,RES,residential,14.41,690.57678,cents per kilowatthour,million kilowatthours
2023-04,WA,Washington,RES,residential,10.95,3251.99882,cents per kilowatthour,million kilowatthours
2023-04,VA,Virginia,RES,residential,14.65,2896.22319,cents per kilowatthour,million kilowatthours
2023-04,VT,Vermont,RES,residential,20.74,157.57083,cents per kilowatthour,million kilowatthours
2023-04,UT,Utah,RES,residential,10.84,756.21556,cents per kilowatthour,million kilowatthours
2023-04,TX,Texas,RES,residential,14.19,9393.1235,cents per kilowatthour,million kilowatthours
2023-04,TN,Tennessee,RES,residential,11.93,2840.07275,cents per kilowatthour,million kilowatthours
2023-04,SD,South Dakota,RES,residential,11.79,430.91065,cents per kilowatthour,million kilowatthours
2023-04,SC,South Carolina,RES,residential,14.3,2022.34327,cents per kilowatthour,million kilowatthours
2023-04,RI,Rhode Island,RES,residential,23.57,190.69107,cents per kilowatthour,million kilowatthours
2023-04,PA,Pennsylvania,RES,residential,18.36,3617.53159,cents per kilowatthour,million kilowatthours
2023-04,OR,Oregon,RES,residential,12.5,1625.7155,cents per kilowatthour,million kilowatthours
2023-04,OK,Oklahoma,RES,residential,12.39,1366.88374,cents per kilowatthour,million kilowatthours
2023-04,OH,Ohio,RES,residential,15.03,3383.50853,cents per kilowatthour,million kilowatthours
2023-04,ND,North Dakota,RES,residential,10.24,411.28162,cents per kilowatthour,million kilowatthours
2023-04,NC,North Carolina,RES,residential,13.21,3796.31651,cents per kilowatthour,million kilowatthours
2023-04,NY,New York,RES,residential,19.81,3401.31479,cents per kilowatthour,million kilowatthours
2023-04,NM,New Mexico,RES,residential,13.79,458.82554,cents per kilowatthour,million kilowatthours
2023-04,NJ,New Jersey,RES,residential,17.39,1675.75443,cents per kilowatthour,million kilowatthours
2023-04,NH,New Hampshire,RES,residential,30.87,324.91573,cents per kilowatthour,million kilowatthours
2023-04,NV,Nevada,RES,residential,17.59,818.31912,cents per kilowatthour,million kilowatthours
2023-04,CO,Colorado,RES,residential,13.56,1414.86836,cents per kilowatthour,million kilowatthours
2023-04,CA,California,RES,residential,29.56,5770.21911,cents per kilowatthour,million kilowatthours
2023-04,AR,Arkansas,RES,residential,12.34,1117.35428,cents per kilowatthour,million kilowatthours
2023-04,AZ,Arizona,RES,residential,14.11,2363.34988,cents per kilowatthour,million kilowatthours
2023-04,AK,Alaska,RES,residential,23.38,166.35649,cents per kilowatthour,million kilowatthours
2023-04,AL,Alabama,RES,residential,14.49,1975.33052,cents per kilowatthour,million kilowatthours
2023-04,DC,District of Columbia,RES,residential,15.24,167.20961,cents per kilowatthour,million kilowatthours
2023-04,NE,Nebraska,RES,residential,11.3,719.12059,cents per kilowatthour,million kilowatthours
2023-04,MT,Montana,RES,residential,12.28,472.41808,cents per kilowatthour,million kilowatthours
2023-04,MO,Missouri,RES,residential,12,2203.09155,cents per kilowatthour,million kilowatthours
2023-04,MS,Mississippi,RES,residential,14.08,1154.30558,cents per kilowatthour,million kilowatthours
2023-04,MN,Minnesota,RES,residential,14.54,1719.65137,cents per kilowatthour,million kilowatthours
2023-04,MI,Michigan,RES,residential,18.25,2334.7608,cents per kilowatthour,million kilowatthours
2023-04,MA,Massachusetts,RES,residential,32.06,1337.40472,cents per kilowatthour,million kilowatthours
2023-04,MD,Maryland,RES,residential,15.91,1727.16111,cents per kilowatthour,million kilowatthours
2023-04,ME,Maine,RES,residential,28.64,383.35452,cents per kilowatthour,million kilowatthours
2023-04,LA,Louisiana,RES,residential,11.17,1903.25705,cents per kilowatthour,million kilowatthours
2023-04,KY,Kentucky,RES,residential,12.61,1654.55032,cents per kilowatthour,million kilowatthours
2023-04,KS,Kansas,RES,residential,13.83,826.49526,cents per kilowatthour,million kilowatthours
2023-04,IA,Iowa,RES,residential,12.51,1021.11158,cents per kilowatthour,million kilowatthours
2023-04,IN,Indiana,RES,residential,15.08,2121.9865,cents per kilowatthour,million kilowatthours
2023-04,IL,Illinois,RES,residential,17.89,2775.27635,cents per kilowatthour,million kilowatthours
2023-04,ID,Idaho,RES,residential,10.24,733.62297,cents per kilowatthour,million kilowatthours
2023-04,HI,Hawaii,RES,residential,43.18,212.48771,cents per kilowatthour,million kilowatthours
2023-04,GA,Georgia,RES,residential,13.3,3773.75598,cents per kilowatthour,million kilowatthours
2023-04,FL,Florida,RES,residential,15.75,9934.09599,cents per kilowatthour,million kilowatthours
2023-04,DE,Delaware,RES,residential,15.49,331.41918,cents per kilowatthour,million kilowatthours
2023-03,IN,Indiana,RES,residential,16.01,2569.10725,cents per kilowatthour,million kilowatthours
2023-03,NEW,New England,RES,residential,31.12,3855.05755,cents per kilowatthour,million kilowatthours
2023-03,WY,Wyoming,RES,residential,10.62,317.69766,cents per kilowatthour,million kilowatthours
2023-03,WI,Wisconsin,RES,residential,16.34,1904.75831,cents per kilowatthour,million kilowatthours
2023-03,WV,West Virginia,RES,residential,14.25,958.36758,cents per kilowatthour,million kilowatthours
2023-03,WA,Washington,RES,residential,10.78,4109.21849,cents per kilowatthour,million kilowatthours
2023-03,VA,Virginia,RES,residential,14.74,3488.2625,cents per kilowatthour,million kilowatthours
2023-03,VT,Vermont,RES,residential,20.38,189.53842,cents per kilowatthour,million kilowatthours
2023-03,US,U.S. Total,RES,residential,15.91,110791.76211,cents per kilowatthour,million kilowatthours
2023-03,PACN,Pacific Noncontiguous,RES,residential,34.23,412.00332,cents per kilowatthour,million kilowatthours
2023-03,PACC,Pacific Contiguous,RES,residential,19.95,12712.28118,cents per kilowatthour,million kilowatthours
2023-03,MTN,Mountain,RES,residential,13.06,7990.024,cents per kilowatthour,million kilowatthours
2023-03,WSC,West South Central,RES,residential,13.65,15257.83547,cents per kilowatthour,million kilowatthours
2023-03,ESC,East South Central,RES,residential,13.18,8398.98859,cents per kilowatthour,million kilowatthours
2023-03,SAT,South Atlantic,RES,residential,14.3,27569.54862,cents per kilowatthour,million kilowatthours
2023-03,WNC,West North Central,RES,residential,12.16,9128.70249,cents per kilowatthour,million kilowatthours
2023-03,ENC,East North Central,RES,residential,16.43,14889.88648,cents per kilowatthour,million kilowatthours
2023-03,MAT,Middle Atlantic,RES,residential,19.09,10577.43441,cents per kilowatthour,million kilowatthours
2023-03,IL,Illinois,RES,residential,17.45,3335.65793,cents per kilowatthour,million kilowatthours
2023-03,ID,Idaho,RES,residential,10.09,925.51027,cents per kilowatthour,million kilowatthours
2023-03,HI,Hawaii,RES,residential,44.06,216.13417,cents per kilowatthour,million kilowatthours
2023-03,GA,Georgia,RES,residential,13.55,4128.12053,cents per kilowatthour,million kilowatthours
2023-03,FL,Florida,RES,residential,14.67,9530.2219,cents per kilowatthour,million kilowatthours
2023-03,DC,District of Columbia,RES,residential,15.92,177.02429,cents per kilowatthour,million kilowatthours
2023-03,DE,Delaware,RES,residential,15.34,425.78836,cents per kilowatthour,million kilowatthours
2023-03,CT,Connecticut,RES,residential,33.02,993.76541,cents per kilowatthour,million kilowatthours
2023-03,UT,Utah,RES,residential,10.86,872.06645,cents per kilowatthour,million kilowatthours
2023-03,TX,Texas,RES,residential,14.45,10343.26568,cents per kilowatthour,million kilowatthours
2023-03,TN,Tennessee,RES,residential,12.47,2993.52286,cents per kilowatthour,million kilowatthours
2023-03,SD,South Dakota,RES,residential,11.31,519.73985,cents per kilowatthour,million kilowatthours
2023-03,CO,Colorado,RES,residential,13.78,1660.04488,cents per kilowatthour,million kilowatthours
2023-03,CA,California,RES,residential,28.12,6558.83759,cents per kilowatthour,million kilowatthours
2023-03,AR,Arkansas,RES,residential,12.2,1292.58013,cents per kilowatthour,million kilowatthours
2023-03,AZ,Arizona,RES,residential,13.61,2234.46717,cents per kilowatthour,million kilowatthours
2023-03,AK,Alaska,RES,residential,23.39,195.86915,cents per kilowatthour,million kilowatthours
2023-03,AL,Alabama,RES,residential,14.63,2188.24163,cents per kilowatthour,million kilowatthours
2023-03,SC,South Carolina,RES,residential,14.25,2164.28261,cents per kilowatthour,million kilowatthours
2023-03,RI,Rhode Island,RES,residential,27.93,235.5134,cents per kilowatthour,million kilowatthours
2023-03,PA,Pennsylvania,RES,residential,18.12,4544.85934,cents per kilowatthour,million kilowatthours
2023-03,OR,Oregon,RES,residential,12.17,2044.22511,cents per kilowatthour,million kilowatthours
2023-03,OK,Oklahoma,RES,residential,11.92,1624.43793,cents per kilowatthour,million kilowatthours
2023-03,OH,Ohio,RES,residential,14.9,4355.50227,cents per kilowatthour,million kilowatthours
2023-03,ND,North Dakota,RES,residential,9.72,555.2677,cents per kilowatthour,million kilowatthours
2023-03,NC,North Carolina,RES,residential,12.96,4497.80889,cents per kilowatthour,million kilowatthours
2023-03,NY,New York,RES,residential,21.2,3983.46028,cents per kilowatthour,million kilowatthours
2023-03,NM,New Mexico,RES,residential,13.35,533.03169,cents per kilowatthour,million kilowatthours
2023-03,NJ,New Jersey,RES,residential,17.13,2049.11479,cents per kilowatthour,million kilowatthours
2023-03,NH,New Hampshire,RES,residential,30.31,395.53425,cents per kilowatthour,million kilowatthours
2023-03,NV,Nevada,RES,residential,17.11,847.61448,cents per kilowatthour,million kilowatthours
2023-03,NE,Nebraska,RES,residential,10.57,949.03196,cents per kilowatthour,million kilowatthours
2023-03,MT,Montana,RES,residential,12.14,599.59142,cents per kilowatthour,million kilowatthours
2023-03,MO,Missouri,RES,residential,11.65,2739.80758,cents per kilowatthour,million kilowatthours
2023-03,MS,Mississippi,RES,residential,13.99,1240.94282,cents per kilowatthour,million kilowatthours
2023-03,MN,Minnesota,RES,residential,13.76,2100.04106,cents per kilowatthour,million kilowatthours
2023-03,MI,Michigan,RES,residential,18.06,2724.86073,cents per kilowatthour,million kilowatthours
2023-03,MA,Massachusetts,RES,residential,32.39,1581.93293,cents per kilowatthour,million kilowatthours
2023-03,MD,Maryland,RES,residential,15.85,2199.67197,cents per kilowatthour,million kilowatthours
2023-03,ME,Maine,RES,residential,29.39,458.77313,cents per kilowatthour,million kilowatthours
2023-03,LA,Louisiana,RES,residential,11.84,1997.55173,cents per kilowatthour,million kilowatthours
2023-03,KY,Kentucky,RES,residential,12.14,1976.28128,cents per kilowatthour,million kilowatthours
2023-03,KS,Kansas,RES,residential,13.96,943.66671,cents per kilowatthour,million kilowatthours
2023-03,IA,Iowa,RES,residential,11.89,1321.14764,cents per kilowatthour,million kilowatthours
2023-02,UT,Utah,RES,residential,10.78,860.19219,cents per kilowatthour,million kilowatthours
2023-02,NE,Nebraska,RES,residential,10.25,926.3078,cents per kilowatthour,million kilowatthours
2023-02,MT,Montana,RES,residential,11.98,571.85043,cents per kilowatthour,million kilowatthours
